n;nombre;unidad_medida;precio_unitario;saldo_inicial;entradas;salidas;saldo_final
2201;PROGESTERONA CLIA (CL 900I) 2X50T;KIT;1877;0;0;0;0
2202;PROGESTERONA ELISA X 96;KIT;1200;0;0;0;0
2203;PROGESTERONA ELISA X 96 DETERMINACIONES;FRASCO;1199;0;0;0;0
2204;PROGESTERONA ELISA X 96 DETERMINACIONES;KIT;1200;0;0;0;0
2205;PROGESTERONA ELISA X 96 DETERMINACIONES;KIT;1450;0;0;0;0
2206;PROLACTINA CALIBRADOR 3X2ML PARA CL-900I;KIT;1670;0;0;0;0
2207;PROLACTINA CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;0;0;0
2208;PROLACTINA CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1746;0;0;0;0
2209;PROLACTINA CLIA (CL 1200I) 2X 50T;KIT;1670;0;0;0;0
2210;PROLACTINA CLIA (CL 900I) 2X50T;KIT;1773,5;0;0;0;0
2211;PROLACTINA CLIA 2X50 T PARA CL-900I;KIT;1670;0;0;0;0
2212;PROLACTINA ELISA X 96;KIT;960;0;25;25;0
2213;PROLACTINA ELISA X 96 DETERMINACIONES;KIT;960;0;0;0;0
2214;PROLACTINA ELISA X 96 DETERMINACIONES;KIT;1390;0;0;0;0
2215;PROTECTION CAP MAINS SWITCH;PZA;210;0;0;0;0
2216;PROTECTOR FACIAL;PZA;62,5;0;0;0;0
2217;PROTEÍNA (TOTAL X 250 ML);KIT;114,5;0;0;0;0
2218;PROTEINA TOTALES 6X15 ML;SET;180;0;0;0;0
2219;PROTEINA TOTALES FS X 125 DET PARA DYASIS;KIT;487;0;0;0;0
2220;PROTEINAS TOTALES;KIT;153;0;0;0;0
2221;PROTEINAS TOTALES 6*15ML;KIT;180;0;0;0;0
2222;PROTEINAS TOTALES 6X15 ML;KIT;196;0;0;0;0
2223;PROTEINAS TOTALES A-25;KIT;562;0;0;0;0
2224;PROTEINAS TOTALES COLORIMETRICO X 250 ML;KIT;80;0;0;0;0
2225;PROTEINAS TOTALES R 4X40ML PARA BS-240PRO;KIT;460;0;0;0;0
2226;PROTEINAS TOTALES X 250 ML;KIT;98,5;0;0;0;0
2227;PROTEINURIA 2 * 100 ML;KIT;45;0;0;0;0
2228;PROTEINURIA 24 HRS ROJO PIROGALOL 2X25ML+PATRON Y CONTROL;KIT;65;0;0;0;0
2229;PROTEINURIA DE 24 HRS. SENSIPROT;CJA;350;0;0;0;0
2230;PRUEBA DE RT-PCR MULTIPLEXADA EN TIEMPO RAL PARA DETECCION CUALITATIVA DEL ARN DE VIRUS SARC-COV 2 NASOFARINGEOS;KIT;3300;0;0;0;0
2231;PRUEBA RAPIDA CLOSTRIDIUM X 20;PZA;1100;0;0;0;0
2232;PRUEBA RAPIDA DE EMBARAZO;CASSETTE;4,5;0;0;0;0
2233;PRUEBA RAPIDA DE EMBARAZO;CASSETTE;2,5;0;0;0;0
2234;PRUEBA RAPIDA DE HEPATITIS C X 20;CJA;220;9000;0;9000;0
2235;PRUEBA RAPIDA HELICOBACTER PYLORI EN HECES FECALES;TIRA/TACO;13,47;9000;0;9000;0
2236;PRUEBA RAPIDA PARA CHAGAS;TIRA/TACO;19;9000;0;9000;0
2237;PRUEBA RÁPIDA PARA DIAGNOSTICO COVID;CASSET;829,44;0;0;0;0
2238;PRUEBA RAPIDA PARA HELICOBACTER PYLORI EN HECES FECALES;TIRA/TACO;8,97;0;25;25;0
2239;PRUEBA RAPIDA PARA HEPATITIS A;PZA;39,99;0;75;75;0
2240;PRUEBA RAPIDA PARA HEPATITIS B (HBSAG);KIT;20,99;0;0;0;0
2241;PRUEBA RAPIDA PARA HEPATITIS B (HBSAG);TIRA/TACO;22,9;0;0;0;0
2242;PRUEBA RAPIDA PARA HEPATITIS B HBSAG;TIRA/TACO;11,5;0;0;0;0
2243;PRUEBA RAPIDA PARA HEPATITIS C;TIRA/TACO;6,97;0;0;0;0
2244;PRUEBA RAPIDA PARA HEPATITIS C;TIRA/TACO;15,7;0;0;0;0
2245;PRUEBA RAPIDA PARA HEPATITIS C;PZA;7;0;0;0;0
2246;PRUEBA RAPIDA PARA HEPATITIS C;TIRA/TACO;7,5;0;0;0;0
2247;PRUEBA RAPIDA PARA HERLICOBACTER PYLORI EN HECES FECALES;TIRA/TACO;14,75;0;0;0;0
2248;PRUEBA RAPIDA PARA HERLICOBACTER PYLORI EN SANGRE;TIRA/TACO;18,25;0;0;0;0
2249;PRUEBA RAPIDA PARA PSA;TIRA/TACO;18;0;0;0;0
2250;PRUEBA RAPIDA PARA ROTAVIRUS;KIT;22;0;0;0;0
2251;PRUEBA RAPIDA PARA ROTAVIRUS PARA HECES FECALES;TIRA/TACO;9,72;0;0;0;0
2252;PRUEBA RAPIDA PARA SANGRE OCULTA EN HECES FECALES;TIRA/TACO;4,9;0;0;0;0
2253;PRUEBA RAPIDA PARA SANGRE OCULTA EN HECES FECALES;TIRA/TACO;7,79;0;0;0;0
2254;PRUEBA RAPIDA PARA SIFILIES;TIRA/TACO;9;10000;0;10000;0
2255;PRUEBA RAPIDA PARA SIFILIS;TIRA/TACO;6,72;0;0;0;0
2256;PRUEBA RAPIDA PARA TOXOPLASMOSIS;TIRA/TACO;17,99;0;0;0;0
2257;PRUEBA RAPIDA PARA TROPONINA;TIRA/TACO;12,47;10000;0;10000;0
2258;PRUEBA RAPIDA PARA TROPONINA;KIT;18;0;0;0;0
2259;PRUEBA RAPIDA PARA TROPONINA;TIRA/TACO;15,5;0;0;0;0
2260;PRUEBA RÁPIDA PARA TROPONINA;TIRA/TACO;316,99;0;0;0;0
2261;PRUEBA RAPIDA PARA VIH;UND;826,05;0;0;0;0
2262;PRUEBA RAPIDA PARA VIH;KIT;11;0;0;0;0
2263;PRUEBA RAPIDA PARA VIH;TIRA/TACO;17;0;0;0;0
2264;PRUEBA RAPIDA PARA VIH X 100;KIT;1099;0;25;25;0
2265;PRUEBA RAPIDA PARA VIH X 100;CASSET;900;0;75;75;0
2266;PRUEBA RAPIDA STER PYOGENES X 20;PZA;800;0;0;0;0
2267;PRUEBA RÁPIDAS PARA CHAGAS;TIRA/TACO;8;0;0;0;0
2268;PRUEBA RÁPIDAS PARA ROTAVIRUS;CJA;289,75;0;0;0;0
2269;PSA LIBRE  ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
2270;PSA LIBRE CALIBRADOR 3X2ML PARA CL-900I;KIT;2090;0;0;0;0
2271;PSA LIBRE CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;2090;0;0;0;0
2272;PSA LIBRE CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;2183;0;0;0;0
2273;PSA LIBRE CLIA (CL 1200I) 2X 50T;KIT;2510;0;0;0;0
2274;PSA LIBRE CLIA (CL 900I) 2X50T;KIT;2816;0;0;0;0
2275;PSA LIBRE ELISA X 96;KIT;1280;0;0;0;0
2276;PSA LIBRE ELISA X 96 DETERMINACIONES;KIT;1790;0;0;0;0
2277;PSA TOTAL CALIBRADOR 3X2ML PARA CL-900I;KIT;2090;0;0;0;0
2278;PSA TOTAL CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;2090;0;0;0;0
2279;PSA TOTAL CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;2136,5;0;0;0;0
2280;PSA TOTAL CLIA (CL 1200I) 2X 50T;KIT;2510;0;0;0;0
2281;PSA TOTAL CLIA (CL 900I) 2X50T;KIT;2816;0;0;0;0
2282;PSA TOTAL ELISA X 96;KIT;1040;0;0;0;0
2283;PSA TOTAL ELISA X 96 DETERMINACIONES;KIT;1490;0;0;0;0
2284;PSA TOTAL ELISA X 96 DETRMINACIONES;KIT;1040;0;0;0;0
2285;PTH CALIBRADOR 3X2ML PARA CL-900I;KIT;840;0;0;0;0
2286;PUERTA DE VIDRIO TEMPLADO;PZA;1856;0;0;0;0
2287;PULMON DE PRUEBA ADULTO,;UND;1500;0;0;0;0
2288;PULMON DE PRUEBA NEONATAL,;UND;1100;0;0;0;0
2289;PULMON DE PRUEBA PEDIATRICO,;UND;1030;0;0;0;0
2290;PUMP TUBE FOR ELECTRODE MODULES PARA ABL-835;PZA;1540;0;25;25;0
2291;PUMP TUBE FOR SOLUTION PUMP PARA ABL-835;PZA;1540;0;0;0;0
2292;PUMP TUBE FOR WASTE PUMP PARA ABL-835;PZA;1380;0;0;0;0
2293;PURISTERIL;BIDON;419;0;0;0;0
2294;PYR-A-AENTERECOCOS X 25 DISCOS;FRASCO;108;0;0;0;0
2295;QUIMICO FIJADOR;JUEGO;970;0;0;0;0
2296;QUIMICO REVELADOR;JUEGO;970;0;0;0;0
2297;RACK 8U;PZA;815;0;0;0;0
2298;RACK ADAPTADOR PARA MUESTRA CL 900I;KIT;64;0;0;0;0
2299;RACK REVERSIBLE PARA TUBOS 1.5 ML;PZA;66;0;0;0;0
2300;RATICIDA;KG;280;5;0;0;5
2301;REACTIVO ALBUMINA 22% 10ML;FRASCO;152,5;0;0;0;0
2302;REACTIVO ALBUMINA 22% X 10 ML;FRASCO;83;0;0;0;0
2303;REACTIVO ALBUMINA 22% X 10ML;FRASCO;70,5;0;0;0;0
2304;REACTIVO ALMUMINA 22 * 10ML;FRASCO;72;0;0;0;0
2305;"REACTIVO DE DETECCION VIRUS DEL PAPILOMA HUMANO (HPV) SCREENING PCR KIT POR 100 DETERMINACIONES. SECUENCIA OBJETIVO; E1/E2. ESPECIFICADO; HPV TIPOS DE ALTO RIESGO 16,18,26,30,31,33,34,35,39,45,51,52,5";PZA;9074,5;0;0;0;0
2306;REACTIVO DE DETECCION VIRUS DEL PAPILOMA HUMANO HPV SCREENING PCR KIT POR 100 DETERMINACIONES;KIT;17500;0;0;0;0
2307;REACTIVO DE DETECCION VIRUS DEL PAPILOMA HUMANO HPV SCREENING PCR KIT POR 100 DETERMINACIONESSS;KIT;22511,5;0;0;0;0
2308;REACTIVO DE DETECCION VIRUS DEL PAPILONA HUMANO;KIT;359980;0;0;0;0
2309;REACTIVO DE DIFERENCIACION DE LEUCOCITOS DIFERENCIAL 1L PARA EQUIPO ADVIA 560;FRASCO;930;0;0;0;0
2310;REACTIVO DE DIFERENCIACION DE LEUCOCITOS LISANTE 5L PARA EQUIPO ADVIA 560;FRASCO;3061;0;0;0;0
2311;REACTIVO DE DIFERENSIACION DE LEUCOSITO DIFERENCIAL 1L PARA EQUIPO;BOLSA;1275;0;0;0;0
2312;REACTIVO DE DIFERENSIACION DE LEUCOSITO LISANTE 5 L PARA EQUIPO;KIT;3061;0;0;0;0
2313;REACTIVO DE EXTRACCION DE ACIDOS NUCLEICOS VIRAL II X 300 DETER;KIT;5280;0;0;0;0
2314;REACTIVO DE EXTRACCION RNA X 250 PRUEBAS;KIT;5130;0;0;0;0
2315;REACTIVO DE INDOL;CJA;660;0;0;0;0
2316;REACTIVO DE LISS X 10ML;FRASCO;67,5;0;25;25;0
2317;REACTIVO DE LISS*10ML;FRASCO;67;0;75;75;0
2318;REACTIVO DE SOLUCION ESR PARA BC-780 X 1L;FRASCO;1760;0;0;0;0
2319;REACTIVO DE WIDAL;KIT;189,5;0;0;0;0
2320;REACTIVO DETECCION PARA SARA-COV-2 PARA PCR-RT COMPARTIBLE PARA DETERMINIACION MIC-PCR X 96;KIT;5320;0;0;0;0
2321;REACTIVO DRABKING PARA HEMOGLOBINA (CIANMETAHEMOGLOBINA);KIT;173;0;0;0;0
2322;REACTIVO DRABKING PARA HEMOGLOBINA (CIANMETAHEMOGLOBINA);KIT;170;0;0;0;0
2323;REACTIVO LISS 10ML;FRASCO;138;0;0;0;0
2324;REACTIVO LISS X 10 ML;FRASCO;76;0;0;0;0
2325;REACTIVO PARA APTT (ACIDO ELLAGICO) PARA C-3510 10X2ML;KIT;850;0;0;0;0
2326;REACTIVO PARA DIAGNOSTICO SARS COV 2 PARA PCR RT COMPATIBLE PARA MIC PCR X 100;KIT;5600;0;0;0;0
2327;REACTIVO PARA TIEMPO DE PROTROMBINA PARA C-3510 10X2ML;KIT;590;0;0;0;0
2328;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO;FRASCO;78;0;0;0;0
2329;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI A;FRASCO;50,45;0;0;0;0
2330;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI B;FRASCO;50,45;0;0;0;0
2331;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI D;FRASCO;66,93;0;0;0;0
2332;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI-A;FRASCO;59,98;0;0;0;0
2333;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI-A;KIT;49;0;0;0;0
2334;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI-B;FRASCO;59,98;0;0;0;0
2335;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO ANTI-B;KIT;44;0;0;0;0
2336;REACTIVO PARA TIPIFICACION DE GRUPO SANGUINEO TI D;FRASCO;69;0;0;0;0
2337;REACTIVO PARA TIPIFICACION SANGUINEO ANTI A;FRASCO;55;0;0;0;0
2338;REACTIVO PARA TIPIFICACION SANGUINEO ANTI B;FRASCO;55;0;0;0;0
2339;REACTIVO PARA TIPIFICACION SANGUINEO ANTI D;FRASCO;69,9;0;0;0;0
2340;REACTIVO PARA WIDAL;KIT;309;0;0;0;0
2341;REACTIVO PYR X 50;FRASCO;294;0;0;0;0
2342;REACTIVOS AGAR DISCOS PYR;GLOBAL;12890;0;0;0;0
2343;REACTIVOS ALFA AMILASA FOSFATASA  CALCIO;GLOBAL;298637;0;0;0;0
2344;REACTIVOS ANALISIS CLINICO PED 12/25;GLOBAL;17542;0;0;0;0
2345;REACTIVOS ANTI DNA ANTI CCO X 96 DETER;GLOBAL;13724;0;0;0;0
2346;REACTIVOS AREA INMUNOLOGIA PED 19/25;GLOBAL;239555;0;0;0;0
2347;REACTIVOS BACTERIOLOGIA PED 11/2025;GLOBAL;49327,8;0;0;0;0
2348;REACTIVOS CALDO DISCOS;GLOBAL;4550;0;0;0;0
2349;REACTIVOS CENTAUR LABORATORIO;GLOBAL;56767;0;0;0;0
2350;REACTIVOS CENTAUR PROBE WASH;GLOBAL;207031;0;0;0;0
2351;REACTIVOS DISCOS DE ANTIBIOGRAMA;GLOBAL;9156;0;0;0;0
2352;REACTIVOS DRABKING PARA HEMOGLOBINA;KIT;133,33;0;0;0;0
2353;REACTIVOS E INSUMOS PARA LAB PED 14/25;GLOBAL;125814;0;0;0;0
2354;REACTIVOS FOSFATASA CALCIO HDL LACTATO;GLOBAL;10780;0;0;0;0
2355;REACTIVOS GLOBAL TRANSFUCIONAL;GLOBAL;10141;0;0;0;0
2356;REACTIVOS INMUNOLOGIA - EIA PED 01/26;GLOBAL;376920;0;0;0;0
2357;REACTIVOS INMUNOLOGIA - EIA PED 01/26-B;GLOBAL;60522;0;0;0;0
2358;REACTIVOS INMUNOLOGIA - EIA PED 01/26-C;GLOBAL;145079,8;0;0;0;0
2359;REACTIVOS INMUNOLOGIA - EIA PED 01/26-D;GLOBAL;94000;0;0;0;0
2360;REACTIVOS INMUNOLOGIA - EIA PED 01/26-E;GLOBAL;174303,3;0;0;0;0
2361;REACTIVOS INMUNOLOGIA - EIA PED 02/26;GLOBAL;999878;0;0;0;0
2362;REACTIVOS INMUNOLOGIA - EIA PED 17/25;GLOBAL;342860;0;0;0;0
2363;REACTIVOS LABORATORIO 1;GLOBAL;44700;0;0;0;0
2364;REACTIVOS LABORATORIO 2;GLOBAL;256960;0;0;0;0
2365;REACTIVOS LABORATORIO 3;GLOBAL;26811;0;0;0;0
2366;REACTIVOS LABORATORIO 4;GLOBAL;41055;0;0;0;0
2367;REACTIVOS LABORATORIO 5;GLOBAL;49660;0;0;0;0
2368;REACTIVOS LABORATORIO 6;GLOBAL;36950;0;0;0;0
2369;REACTIVOS LABORATORIO 7;GLOBAL;37070;0;0;0;0
2370;REACTIVOS LABORATORIO 8;GLOBAL;193857;0;0;0;0
2371;REACTIVOS LABORATORIO ORDEN-107 PEDIDO-6/24;GLOBAL;302976,8;0;0;0;0
2372;REACTIVOS LABORATORIO ORDEN-134 PEDIDO-7/24;GLOBAL;129444;0;0;0;0
2373;REACTIVOS LABORATORIO ORDEN-77 PEDIDO-1/24;GLOBAL;397300;0;0;0;0
2374;REACTIVOS LABORATORIO ORDEN-82 PEDIDO-2/24;GLOBAL;112575;0;0;0;0
2375;REACTIVOS LABORATORIO ORDEN-85 PEDIDO-5/24;GLOBAL;276443,3;0;0;0;0
2376;REACTIVOS LABORATORIO ORDEN-93 PEDIDO-3/24;GLOBAL;89104,4;0;0;0;0
2377;REACTIVOS LABORATORIO ORDEN-96 PEDIDO-3/24;GLOBAL;80400,9;0;0;0;0
2378;REACTIVOS LYPHOCHEK PLUS;GLOBAL;11100;0;0;0;0
2379;REACTIVOS PACK ELECTROLITOS;GLOBAL;19440;0;0;0;0
2380;REACTIVOS PARA ANALISIS CLINICO  PED 12/25;GLOBAL;16116,2;0;0;0;0
2381;REACTIVOS PARA ANALISIS CLINICO PED 12/25;GLOBAL;517569;0;0;0;0
2382;REACTIVOS PARA ANALISIS CLINICO PED 12/25;GLOBAL;20315,9;0;0;0;0
2383;REACTIVOS PARA BACTERIOLOGIA PED 11/25;GLOBAL;50971,8;0;0;0;0
2384;REACTIVOS PARA BACTERIOLOGIA PED 11/25;GLOBAL;43957;0;0;0;0
2385;REACTIVOS PARA EMERGENCIAS H-Q PROG. CANCER PEDIDO 03/26;GLOBAL;499400;0;0;0;0
2386;REACTIVOS PARA INMUNOLOGIA PED 10/25;GLOBAL;260388,4;0;0;0;0
2387;REACTIVOS PARA TIPIFICACION;GLOBAL;3799,4;0;0;0;0
2388;REACTIVOS TOXOPLASMOSIS IGG;GLOBAL;4780;0;0;0;0
2389;REANIMADOR PARA ADULTO (AMBU);PZA;458;0;0;0;0
2390;REGISTRO DE COPROPARASITOLOGIA VALIDACIÓN DE RESULTADOS.AMBOS LADOS.  TAMAÑO OFICIO. BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,38;0;0;0;0
2391;REGISTRO DE CRITERIOS DE ACEPTACIÓN Y RECHAZO DE MUESTRAS DE INMUNOLOGIA. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,38;0;0;0;0
2392;REGISTRO DE ENTREGA DE MUESTRAS A LAS ÁREAS. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;0;0;0;0
2393;REGISTRO DE ENTREGA DE RESULTADOS (BIOLOGÍA MOLECULAR). AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,5;10000;0;10000;0
2394;REGISTRO DE FILTROS DIADIROS STAT FAX  4500. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,35;0;25;25;0
2395;REGISTRO DE HORAS DE SIEMBRA PROCESO Y ANTIBIOGRAMA DE BACTERIOLOGIA. AMBOS LADOS. COLOR: BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;0;75;75;0
2396;REGISTRO DE PACIENTES DE BACTERIOLOGÍA Y VALIDACIÓN DE RESULTADOS. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO CARTA. GRAMAJE: 75 G/M2. MEDIDA: 8 1/2 X11 (216 MM X 279 MM).;HOJA;0,28;10000;0;10000;0
2397;REGISTRO DE PACIENTES DE HEMATOLOGIA / QUIMICA / SANGUINEA /SEROLOGIA. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;10000;0;10000;0
2398;REGISTRO DE PACIENTES Y VALIDACIÓN DE RESULTADOS (QUÍMICA SANGUÍNEA). AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,35;10000;0;10000;0
2399;REGISTRO DE PACIENTES Y VALIDACIÓN DE RESULTADOS DE INMUNOLOGIA. CLIA. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;10000;0;10000;0
2400;REGISTRO DE RECEPCIÓN DE MUESTRAS UROANÁLISIS. AMBOS LADOS.  TAMAÑO OFICIO. COLOR: BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,38;5000;0;5000;0
2401;REGISTRO DE RECEPCIÓN DE ORDENES (INFORME DE PACIENTE, INFORME DEL SOLICITANTE). AMBOS LADOS. TAMAÑO CARTA. BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,3;0;0;0;0
2402;REGISTRO DE RECEPCIÓN DE ORDENES Y ENTREGA DE MUESTRAS DE CULTIVO Y ANTIBIOGRAMA. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;0;0;0;0
2403;REGISTRO DE RESULTADOS  PACIENTES SUS/EXT DE TSH NEONATAL. AMBOS LADOS . BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;0;0;0;0
2404;REGISTRO DE RESULTADOS DE MUESTRAS PARA DIAGNOSTICO DEL VIRUS PAPILOMA HUMANO. AMBOS LADOS. TAMAÑO CARTA. COLOR: BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 279 MM).;HOJA;0,26;0;0;0;0
2405;REGISTRO DE RESULTADOS DE PACIENTES AMBOS LADOS, COLOR BLANCO Y NEGRO. TAMAÑO OFICIO. BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X 13 (216MMX330MM);HOJA;0,28;0;0;0;0
2406;REGISTRO DE RESULTADOS DE PACIENTES INMUNOLOGIA. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,3;0;0;0;0
2407;REGISTRO DE SOLICITUD PROVENIENTES DE SALAS. AMBOS LADOS. TAMAÑO OFICIO. BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216MMX330MM);HOJA;0,35;0;0;0;0
2408;REGISTRO DE UROANALISIS VALIDACION DE RESULTADOS. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. COLOR: BLANCO Y NEGRO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,37;0;0;0;0
2409;REGISTRO KARDEX: REACTIVOS/ INSUMOS/ CONSUMIBLE. BLANCO Y NEGRO. AMBOS LADOS. TAMAÑO: CARTA. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X11 (216 MM X 279 MM).;HOJA;0,15;0;0;0;0
2410;REGISTRO RECEPCIÓN DE MUESTRAS DERIVADAS. AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,38;0;0;0;0
2411;REGISTRO Y VALIDACIÓN DE RESULTADOS DE PACIENTES EXT/SUS (HEMATÓLOGA) AMBOS LADOS. BLANCO Y NEGRO. TAMAÑO OFICIO. GRAMAJE: 75 G/M2 20 LB. MEDIDA: 8 1/2 X13 (216 MM X 330 MM).;HOJA;0,35;0;0;0;0
2412;REGLETA PARA RACK DE 6 TOMAS;PZA;220;0;0;0;0
2413;RELE DE ESTADO SOLIDO;UND;500;0;0;0;0
2414;RELOJ TEMPORIZADOR DE TRES TIEMPOS;UND;241;0;0;0;0
2415;RESINA;PZA;7500;0;0;0;0
2416;RESISTENCIA CALEFACTORA;UND;3400;0;0;0;0
2417;RESUCITADOR DE SILICONA ADULTO;UND;491;0;0;0;0
2418;RESUCITADOR DE SILICONA NEONATAL;UND;520;0;0;0;0
2419;RESUCITADOR DE SILICONA PEDIATRICO;UND;495;0;0;0;0
2420;RETEN DE PRESION MANOMETRO JOKEY;UND;30;0;25;25;0
2421;REVELADOR MANUAL;BIDON;800;0;75;75;0
2422;RIÑONERA ACERO INOXIDABLE;PZA;48;0;0;0;0
2423;RIÑONERA DE ACERO INOXIDABLE 23*13*4 CM;PZA;239;0;0;0;0
2424;ROJO DE PILOGALOL;KIT;108;0;0;0;0
2425;ROJO DE PIROGALOL PARA PROTEINAS EN ORINA / LCR COLORIMETRICO 50 ML;KIT;149;0;0;0;0
2426;ROJO DE PIROGALOL PARA PROTEINURIA;KIT;209,99;0;0;0;0
2427;ROJO DE PIROGALOL PARA PROTEINURIA;KIT;207,5;0;0;0;0
2428;ROTONES DE REACCION A-25 X10;CJA;513;0;0;0;0
2429;ROTORES DE REACCION X 10 A-25;CJA;507,25;0;0;0;0
2430;RP 500 MCART LAC 100;SET;5400;0;0;0;0
2431;RP 500 MCART LAC 750 TEST;SET;7700;0;0;0;0
2432;RP500 MCART LAC 750 TEST;SET;7700;0;0;0;0
2433;RPR CARBON;KIT;380;0;0;0;0
2434;RPR X 100 CONTROLES INTERNOS;KIT;166,5;0;0;0;0
2435;RPR X100 + CONTROLES INTERNOS;KIT;250;0;0;0;0
2436;RUBEOLA IGM ELISA  X 96 DETER;KIT;1760;0;0;0;0
2437;RUBEOLA IGM ELISA X 96 DETERMINACIONES;KIT;1576;0;0;0;0
2438;RUBEOLA IGM ELISA X 96 DETERMINACIONES;KIT;1186;0;0;0;0
2439;RUBEOLA IMG ELISA X 96 DETERMINACIONES;KIT;1490;0;0;0;0
2440;SACO DE SAL GRANULADA BLANCA;QQ;22;0;0;0;0
2441;SAL GRANULADA;QQ;25,5;0;0;0;0
2442;SAMPLE TIPS (6480/PSK);CJA;5105;0;0;0;0
2443;SANGRE CONTROL 5D BC 5130;KIT;1175;0;0;0;0
2444;SANGRE CONTROL 5D BC-5130;KIT;1300;0;0;0;0
2445;SANGRE CONTROL HEMATOLOGIA NIVEL NORMAL;FRASCO;325;0;0;0;0
2446;SANGRE CONTROL HEMATOLOGIA NIVEL PATOLOGICO;FRASCO;325;0;25;25;0
2447;SANGRE CONTROL MINDRAY  BC- 3000;KIT;1300;0;0;0;0
2448;SANGRE CONTROL MYNDRAY BC-3000;KIT;1140;0;0;0;0
2449;SANGRE CONTROL PARA ABACUS 5;KIT;3350;0;0;0;0
2450;SANGRE CONTROL PARA EQUIPO ABACUS 5;PACK;3350;0;0;0;0
